NO,국문,영문,학명,관리현황,분류군,학명-수정,특성
377,카스피민물거북,Caspian Pond Turtle,Mauremys caspica</em>,"외래생물, 유입주의 생물",파충류,Mauremys caspica,"The Caspian turtle (Mauremys caspica), also known as the striped-neck terrapin, is a species of turtle in the family Geoemydidae (=Bataguridae). It is found in the eastern Mediterranean region from southwestern former USSR and central Iran to Saudi Arabia, Bahrain, Israel, and Lebanon, northward through Turkey to Bulgaria, and through Cyprus, Crete, and the Ionian Peninsula to former Yugoslavia."
378,일본돌거북×남생이,Pond Turtle,Mauremys japonica</em> × Mauremys reevesii</em>,유입주의 생물,파충류,Mauremys japonica,"Pond turtle may refer to:

Emydidae, a family of pond turtles
Emys, a genus of Emydidae
European pond turtle (Emys orbicularis)
Sicilian pond turtle (Emys trinacris)
Western pond turtle (Actinemys marmorata or Emys marmorata)
Giant Asian pond turtle (Heosemys grandis)
Mauremys, a genus of pond turtles
Chinese pond turtle (Mauremys reevesii)
Japanese pond turtle (Mauremys japonica)
Philippine forest turtle or Leyte pond turtle (Heosemys leytensis)"
379,류큐노랑늪거북,Ryukyu yellow pond turtle,Mauremys mutica kami</em>,유입주의 생물,파충류,Mauremys mutica kami,
380,노랑늪거북,Yellow pond turtle,Mauremys mutica</em>,유입주의 생물,파충류,Mauremys mutica,"The yellow pond turtle (Mauremys mutica), is a medium-sized (to 19.5 cm), semiaquatic turtle in the family Geoemydidae. This species has a characteristic broad yellow stripe extending behind the eye and down the neck; the carapace ranges in color from grayish brown to brown, and the plastron is yellow or orange with black blotches along the outer edges. It is native to  East Asia, ranging from central Vietnam and Laos, north through the coastal provinces of south and central China, with insular "
381,중국줄무늬목거북×남생이,Pond Turtle,Mauremys sinensis</em> × Mauremys reevesii</em>,유입주의 생물,파충류,Mauremys sinensis,"Pond turtle may refer to:

Emydidae, a family of pond turtles
Emys, a genus of Emydidae
European pond turtle (Emys orbicularis)
Sicilian pond turtle (Emys trinacris)
Western pond turtle (Actinemys marmorata or Emys marmorata)
Giant Asian pond turtle (Heosemys grandis)
Mauremys, a genus of pond turtles
Chinese pond turtle (Mauremys reevesii)
Japanese pond turtle (Mauremys japonica)
Philippine forest turtle or Leyte pond turtle (Heosemys leytensis)"
382,멕시코시클리드,,Mayaheros urophthalmus</em>,유입주의 생물,어류,Mayaheros urophthalmus,"Mayaheros urophthalmus, also known as the Mayan cichlid or Mexican mojarra is a species of cichlid."
383,기니기장,Guinea grass,Megathyrsus maximus</em>,유입주의 생물,식물,Megathyrsus maximus,"Megathyrsus maximus, known as Guinea grass and green panic grass, is a large perennial bunch grass that is native to Africa and Yemen. It has been introduced in the tropics around the world. It has previously been called Urochloa maxima and Panicum maximum. It was moved to the genus Megathyrsus in 2003."
384,넓은잎껍질나무,,Melaleuca quinquenervia</em> (Cav.) S.T.Blake,유입주의 생물,식물,Melaleuca quinquenervia,"Melaleuca quinquenervia, commonly known as the broad-leaved paperbark, paper bark tea tree, punk tree or niaouli, is a small- to medium-sized tree of the myrtle family, Myrtaceae. It grows as a spreading tree up to 20 m (70 ft) tall, with its trunk covered by a white, beige and grey thick papery bark. The grey-green leaves are egg-shaped, and cream or white bottlebrush-like flowers appear from late spring to autumn. It was first formally described in 1797 by the Spanish naturalist Antonio José C"
385,우단나무,,Miconia calvescens</em> DC.,유입주의 생물,식물,Miconia calvescens,"Miconia calvescens, the velvet tree, miconia, or bush currant, is a species of flowering plant in the family Melastomataceae. It is native to Mexico and Central and South America and it has become one of the world's most invasive species.
Miconia trees can flower several times a year and bear fruit simultaneously. The inflorescences are large panicles of white to light pink blossoms. The tiny purple fruits are about half a centimeter in diameter and packed with about 120–230 minuscule seeds. The"
386,오키나와벼맹꽁이,,Microhyla okinavensis</em>,유입주의 생물,양서류,Microhyla okinavensis,
387,작은입배스,Small mouth bass,Micropterus dolomieu</em>,유입주의 생물,어류,Micropterus dolomieu,"The smallmouth bass (Micropterus dolomieu) is a species of freshwater fish in the sunfish family (Centrarchidae) of the order Perciformes. It is the type species of its genus Micropterus (black basses), and is a popular game fish sought by anglers throughout the temperate zones of North America, and has been spread by stocking—as well as illegal introductions—to many cool-water tributaries and lakes in Canada and more so introduced in the United States. The maximum recorded size is approximately"
388,얼룩무늬배스,Spotted bass,Micropterus punctulatus</em>,유입주의 생물,어류,Micropterus punctulatus,"The spotted bass (Micropterus punctulatus), also called spotty,  or spots in various fishing communities, is a species of North American freshwater fish belonging to the sunfish family (Centrarchidae) of the order Perciformes.  It is noted for the rows of dark spots below the lateral line, which give it its common name.  One of the black basses, it is native to the Mississippi River basin and across the Gulf states, from central Texas through the Florida panhandle.  Its native range extends into"
389,덩굴등골나물,"Mile-a-minute, American rope, Bittervine, Chinese creeper, Climbing hempweed, Mikania vine",Mikania micrantha</em>,유입주의 생물,식물,Mikania micrantha,"Mikania micrantha is a tropical plant in the family Asteraceae; known as bitter vine, climbing hemp vine, or American rope. It is also sometimes called mile-a-minute vine (a moniker also used for the unrelated Persicaria perfoliata). 
It is known as Japani lota (জাপানী লতা) in Assam.
It is a vigorously growing perennial creeper that grows best in areas in high humidity, light and soil fertility, though it can adapt in less fertile soils.  The featherlike seeds are dispersed by wind. A single sta"
390,부다페스트민달팽이,"Budapest slug, Keeled slug",Milax gracilis</em>,유입주의 생물,무척추동물,Milax gracilis,
391,점박이능선달팽이,"Bulb-eating slug, Root-eating slug",Milax rusticus</em>,유입주의 생물,무척추동물,Milax rusticus,
392,나무껍질민달팽이,"Sowerby&apos;s slug, Bulb-eating slug",Milax sowerbyi</em>,유입주의 생물,무척추동물,Milax sowerbyi,
393,유럽미꾸리,Weatherfish,Misgurnus fossilis</em>,유입주의 생물,어류,Misgurnus fossilis,"Misgurnus is a genus of true loaches found in Europe and Asia. Misgurnus is a genus of true loaches found in Europe and Asia. The name appears in (Willughbeii, 1686: 118-119),(1) referring to this fish, in “Lampetriformis”, that it is named {fisgurn} in Ratisbon and Nüremberg.
It takes the name {misgurn}, from th species Cobitis fossilis L., in the province of {Misgurn}, Germany; following (BREWSTER, 1832, XI: 665) (2).
On the other hand, in (CUVIER ET VALENCIENNES, 1830, XVIII: 55),(3), Baldner"
394,호주검은쥐거미,Eastern mouse spider,Missulena bradleyi</em>,유입주의 생물,무척추동물,Missulena bradleyi,"Missulena bradleyi, also known as the eastern mouse spider, is a species of spider belonging to the family Actinopodidae. The spider is endemic to the eastern coast of Australia."
395,호주붉은머리쥐거미,Red-headed mouse spider,Missulena occatoria</em>,유입주의 생물,무척추동물,Missulena occatoria,"Missulena occatoria, known as the red-headed mouse spider, is a species of spider found in Australia, from open forest to desert shrubland. It is the most widely distributed Missulena species, occurring throughout mainland Australia (but mainly west of the Great Dividing Range). This is possible because the spiderlings disperse via wind (ballooning). Normally this only occurs with araneomorph spiders, mygalomorph spiders normally disperse by walking. Missulena venom may be very toxic, but few ca"
396,쿠바벨벳자유꼬리박쥐,"Pallas’s mastiff bat, Velvety free-tailed bat",Molossus molossus tropidorhynchus</em>,유입주의 생물,포유류,Molossus molossus tropidorhynchus,
397,갈색머리검은피리새,,Molothrus ater</em>,유입주의 생물,조류,Molothrus ater,"The brown-headed cowbird (Molothrus ater) is a small, obligate brood parasitic icterid native to temperate and subtropical North America. It is a permanent resident in the southern parts of its range; northern birds migrate to the southern United States and Mexico in winter, returning to their summer habitat around March or April."
